Company,Website,Location,Description
Rani Therapeutics,https://www.ranitherapeutics.com/,CA - San Jose,Orally delivered Biologics
RSIP Vision,https://www.rsipvision.com/,CA - San Jose,Image analysis algorithms
Sentieon,https://www.sentieon.com/,CA - San Jose,Algorithms for Bioinformatics Applications
Shape Memory Medical,https://www.shapemem.com/,CA - San Jose,Devices using Shape Memory Polymer materials
Silver Bullet Therapeutics,http://www.svbtx.com/,CA - San Jose,Antimicrobial coating for implants
Single Cell Technology,https://singlecelltechnology.com/,CA - San Jose,Antibody Discovery Platform
Sony Biotechnology,https://www.sonybiotechnology.com/,CA - San Jose,"Cell Sorting, Spectral Cell Analyzers"
Stryker,https://www.stryker.com/,CA - San Jose,Medical Devices
Suture Ease,https://www.suturease.com/,CA - San Jose,Fascia closure device
Takara Bio USA,https://www.takarabio.com/,CA - San Jose,Lab products
Teikoku Pharma,https://teikokuusa.com/,CA - San Jose,Drug Delivery Systems
TheraDep Technologies,https://www.theradep.com/,CA - San Jose,Aesthetic Dermatology
Uptake Medical,http://www.uptakemedical.com/,CA - San Jose,"Non-surgical, non-implant therapy to improve breathing"
Vantis Vascular,https://vantisvascular.com/,CA - San Jose,Microcatheter
Verseon,https://www.verseon.com/,CA - San Jose,Proprietary drug discovery platform
Visby Medical,https://visby.com/,CA - San Jose,Diagnostics
VitalConnect,https://vitalconnect.com/,CA - San Jose,Cardiac Monitoring Patch
Zoll,https://www.zoll.com/,CA - San Jose,"Medical Devices, Defibrillators"
CinderBio,https://www.cinderbio.com/,CA - San Leandro,Proteases for proteomics analyses
Medical Instrument Development Laboratories,https://www.midlabs.com/,CA - San Leandro,Ophthalmic devices
Mercator MedSystems,https://mercatormed.com/,CA - San Leandro,Catheter-guided infusion systems
Tierra Biosciences,https://www.tierrabiosciences.com/,CA - San Leandro,Synthetic Biology
AusperBio,https://ausperbio.com/,CA - San Mateo,"Viral Treatments, ASO"
Bespoke Biotherapeutics,https://bespokebiotx.com/,CA - San Mateo,Genome Engineered B-cell Therapeutics
BigHat Biosciences,https://www.bighatbio.com/,CA - San Mateo,"BigHat designs safer, more effective biologic therapies using machine learning and synthetic biology"
Brii Biosciences,https://www.briibio.com/,CA - San Mateo,"SIRNA, Biologics, Monoclonal Antibodies, Small Molecules"
Cala Health,https://calahealth.com/,CA - San Mateo,Neurological Device
Cellular Vehicles,https://www.cellularvehicles.com/,CA - San Mateo,Process automation platform for cell and gene therapies
ClearNote Health,https://www.clearnotehealth.com/,CA - San Mateo,Liquid Biopsy
Cothera Bioscience,https://cotherabio.com/,CA - San Mateo,Drug Screening
Curve Biosciences,https://www.curvebio.com/,CA - San Mateo,Whole Body Intelligence Diagnostics
DyAnsys,https://www.dyansys.com/,CA - San Mateo,Percutaneous electrical neurostimulation device
Eicos Sciences,https://www.eicossciences.com/,CA - San Mateo,Prostacyclins
EpiBiologics,https://www.epibiologics.com/,CA - San Mateo,Bispecific Antibody
Evidation Health,https://evidation.com/,CA - San Mateo,Behavioral Data Collection
Helicore Biopharma,https://www.helicore.com/,CA - San Mateo,"Obesity Therapies, Monoclonal Antibody"
Helix,https://www.helix.com/,CA - San Mateo,Genetic Testing
Hospi Corporation,https://www.hospicorp.com/,CA - San Mateo,Catheter
Imorgon,https://imorgon.net/,CA - San Mateo,Ultrasound
InClin,https://www.inclin.com/,CA - San Mateo,"Clinical Research, Consulting"
Leapfrog Bio,https://www.leapfrog.bio/,CA - San Mateo,Small Molecule Drug Screening
Mahzi Therapeutics,https://mahzi.com/,CA - San Mateo,Gene therapy for rare genetic neurodevelopmental disorders
Maverix Biomics,https://www.maverixbio.com/,CA - San Mateo,Next Generation Sequencing data analysis
Mendaera,https://www.mendaera.com/,CA - San Mateo,Medical Robotics
NuMedii,https://numedii.com/,CA - San Mateo,Data platform
PrognomiQ,https://prognomiq.com/,CA - San Mateo,Multi-omic Diagnostics
Route 92 Medical,https://www.route92medical.com/,CA - San Mateo,Catheter Technology
Sagimet Biosciences,https://sagimet.com/,CA - San Mateo,Drugs targeting the fatty acid synthase enzyme
Selonterra,https://selonterra.com/,CA - San Mateo,Neurodegenerative Therapies
SonoMotion,https://www.sonomotion.com/,CA - San Mateo,Noninvasive Stone Treatment
Talphera,https://talphera.com/,CA - San Mateo,Oral-Transmucosal Drug Delivery
TriArm Therapeutics,https://www.triarm.com/,CA - San Mateo,Non-viral CAR T Platform
Virtuoso Therapeutics,https://virtuosotherapeutics.com/,CA - San Mateo,Therapeutic Antibodies
Vivace Therapeutics,https://vivacetherapeutics.com/,CA - San Mateo,Bispecific Antibodies
BioMarin Pharmaceutical,https://www.biomarin.com/,CA - San Rafael,Biologics
Ekso Bionics,https://eksobionics.com/,CA - San Rafael,Exoskeleton
IMIDomics,https://www.imidomics.com/,CA - San Rafael,Treatments for immune-mediated inflammatory diseases; Biobank platform
Integrated Research Associates,https://www.integratedresearchassociates.com/,CA - San Rafael,Infectious Disease Treatment Products
NewGen Surgical,https://newgensurgical.com/,CA - San Rafael,Medical devices & surgical products
PharmaLogic,https://pharmalogic.com/,CA - San Rafael,Pharma & Device Consulting
Sanovas,https://sanovas.com/new/site/index.html,CA - San Rafael,Minimally-invasive surgical tools
Artery Therapeutics,https://www.arterytx.com/,CA - San Ramon,Peptide therapies
Austral Biologicals,http://www.australbiologicals.com/index.php,CA - San Ramon,"Research product distributor, Contract Services"
BioSciencesCorp,https://www.biosciencescorp.com/,CA - San Ramon,Biologics Services & Consulting
Raydiant Oximetry,https://raydiantoximetry.com/,CA - San Ramon,Fetal Monitor
RheoSense,https://www.rheosense.com/viscometer,CA - San Ramon,Viscometers
Thrive Informatix,https://thriveinformatix.com/,CA - San Ramon,Clinical Research
TTI Medical,https://ttimedical.com/,CA - San Ramon,Surgical imaging
Abbott,https://www.abbott.com/,CA - Santa Clara,Drug-Eluting Stents
Advanced NanoTherapies,https://advancednanotherapies.com/,CA - Santa Clara,Nanoparticle technologies that enable and improve drug uptake and retention into the cell for medical devices
Agilent,https://www.agilent.com/,CA - Santa Clara,"High-Throughput Screening Equipment, Imaging instruments"
Ancora Heart,https://www.ancoraheart.com/,CA - Santa Clara,Cardiac procedures for Mitral Valve Regurgitation
Antibody Solutions,https://www.antibody.com/,CA - Santa Clara,Antibody Development
Applied Cells,https://appliedcells.com/,CA - Santa Clara,Cell Separation Technology
atHeart Medical,https://atheartmedical.com/,CA - Santa Clara,Device for closure of atrial septal defects
Axbio,https://www.axbio.com/,CA - Santa Clara,Biochips
Axon Therapies,https://axontherapies.com/,CA - Santa Clara,Catheter Ablation System for Heart Failure
Bayside Biosciences,http://baysidebio.com/,CA - Santa Clara,Contract Preclinical Services
C.Light Technologies,https://www.clighttechnologies.com/,CA - Santa Clara,Retinal Tracking for Disease Monitoring
Cyagen Biosciences,https://www.cyagen.com/,CA - Santa Clara,"Contract research; Rodent models, DNA vectors, Stem Cell Products"
CYTORUM,https://www.cytorum.com/,CA - Santa Clara,Single Cell Analysis
DeepSight Technology,https://www.deepsight.com/,CA - Santa Clara,Next-gen Ultrasound
EAG Laboratories,https://www.eag.com/industry/pharmaceuticals/,CA - Santa Clara,Analytical & Synthesis Services
EndoClot Plus,http://endoclot.com/,CA - Santa Clara,Hemostatic System
Exo Imaging,https://www.exo.inc/,CA - Santa Clara,Ultrasound Platform
FemDx Medsystems,https://www.femdxmed.com/,CA - Santa Clara,Falloposcope
HD Medical,https://hdmedicalgroup.com/,CA - Santa Clara,Intelligent Stethoscope
HeartBeam,https://www.heartbeam.com/,CA - Santa Clara,Heart Attack Detector
Hologic,https://www.hologic.com/,CA - Santa Clara,"Diagnostic, Imaging"
Invenio Imaging,https://www.invenio-imaging.com/,CA - Santa Clara,"Histology, Cavity Sampling"
Invicta Medical,https://www.resterasleep.com/,CA - Santa Clara,Neurostimulation wearables for sleep apnea
Luminary Genetics,https://www.luminarygenetics.com/,CA - Santa Clara,Genetic Testing
LumiQuick Diagnostics,https://lumiquick.co/,CA - Santa Clara,Diagnostics
Minerva Surgical,https://minervasurgical.com/,CA - Santa Clara,Endometrial Ablation System
Nanosyn,https://www.nanosyn.com/,CA - Santa Clara,"Medicinal chemistry, drug screening"
NVIGEN,https://www.nvigen.com/,CA - Santa Clara,Nanoparticle Delivery for Imaging
OSNovative Systems,https://www.osnovative.com/,CA - Santa Clara,Wound Dressings & Bandages
PercAssist,https://www.percassist-corp.com/,CA - Santa Clara,PSCA System for Hemodynamic Support in Chronic Heart Failure
Proxim Diagnostics,https://www.proximdx.com/,CA - Santa Clara,Handheld Diagnostics
RaySearch Laboratories,https://www.raysearchlabs.com/,CA - Santa Clara,Cancer Research Software
SciGene,http://www.scigene.com/index.php,CA - Santa Clara,Imaging sample prep
Semler Scientific,https://www.semlerscientific.com/,CA - Santa Clara,Products that assist healthcare providers in monitoring patients and evaluating chronic diseases
Serpex Medical,https://serpexmedical.mystrikingly.com/,CA - Santa Clara,Bronchial Access Devices
Shockwave Medical,https://shockwavemedical.com/,CA - Santa Clara,Lithoplasty for treating occlusive calcified lesions
SI-BONE,https://si-bone.com/,CA - Santa Clara,Sacroiliac joint fusion device
Uh-Oh Labs,https://uhohlabs.com/,CA - Santa Clara,Portable PCR-quality Diagnostics
VahatiCor,https://vahaticor.com/,CA - Santa Clara,Refractory Angina Treatment Device
Vibrant America Clinical Laboratory,https://www.vibrant-america.com/,CA - Santa Clara,Clinical Diagnostics
Zeto,https://zeto-inc.com/,CA - Santa Clara,Dry Electrode EEG System
Capstan Medical,https://capstanmedical.com/,CA - Santa Cruz,Heart Valve Replacement
Emboline,https://emboline.com/,CA - Santa Cruz,Total Embolic Protection Catheter
Lucina Biotherapeutics,https://lucina.bio/,CA - Santa Cruz,Lipid-based interventions
RealSeq Biosciences,https://www.realseq.com/,CA - Santa Cruz,NGS products
Somagenics,https://www.somagenics.com/,CA - Santa Cruz,RNAi technology / Diagnostics
Unnatural Products,https://www.unnaturalproducts.com/,CA - Santa Cruz,Macrocylic Peptides plus AI
Versa Vascular,https://versavascular.com/,CA - Santa Cruz,Tricuspid Repair solution
Eliaz Therapeutics,https://www.eliaztherapeutics.com/,CA - Santa Rosa,Extracorporeal Galectin-3 Removal
Medtronic,https://www.medtronic.com/us-en/index.html,CA - Santa Rosa,Medical Devices
CapsoVision,https://capsovision.com/,CA - Saratoga,Endoscopy Diagnosis Visualization
Cannuflow,https://www.cannuflow.com/,CA - Scotts Valley,Flexible Cannula
Cantata Bio,https://cantatabio.com/,CA - Scotts Valley,Multi-dimensional NGS technologies
Claret Bioscience,https://www.claretbio.com/,CA - Scotts Valley,NGS Library Prep
DNA Compass,https://www.dnacompass.com/,CA - Sebastopol,Genomic Data Management
3T Biosciences,https://3tbiosciences.com/,CA - South SF,TCR Therapies
Abiosciences,https://www.abiosciences.com/,CA - South SF,"Single cell sequencing, bioinformatics, AI-aided molecular design"
Abram Scientific,https://www.abramscientific.com/,CA - South SF,Hemostasis Analysis
Acelot,https://www.acelot.com/,CA - South SF,Neurodegenerative Therapies
Addition Therapeutics,https://additiontx.com/,CA - South SF,RNA-mediated Insertion of Transgenes
Akero Therapeutics,https://akerotx.com/,CA - South SF,NASH therapy
Alector,https://alector.com/,CA - South SF,Alzheimer's Antibody Treatments
Aligos Therapeutics,https://aligos.com/,CA - South SF,Therapies for hepatologic diseases and viral infections
Allogene Therapeutics,https://allogene.com/,CA - South SF,CAR-T
Alumis,https://www.alumis.com/,CA - South SF,Autoimmune Treatments
ALX Oncology,https://alxoncology.com/,CA - South SF,Immuno-oncology
Amgen,https://www.amgen.com/,CA - South SF,"Small Molecules, Biologics"
Andromeda Surgical,https://www.andromedasurgical.com/,CA - South SF,Surgical Robots
Angarus Therapeutics,https://www.angarustx.com/,CA - South SF,Oncology Treatments Overcoming Immunosuppression
Antares Therapeutics,https://antaresrx.com/,CA - South SF,Small Molecule Technologies
Arriello,https://arriello.com/,CA - South SF,Strategy & Regulatory Consulting
Arsenal Biosciences,https://arsenalbio.com/,CA - South SF,Cancer Treatments
Asher Biotherapeutics,https://asherbio.com/,CA - South SF,IL-2 Therapies
Assembly Biosciences,https://www.assemblybio.com/,CA - South SF,Small Molecule Antivirals
AstraZeneca,https://www.astrazeneca.com/,CA - South SF,"Small Molecules, Vaccines, Biologics"
Atomic AI,https://atomic.ai/,CA - South SF,AI-based RNA Drug Discovery
BacStitch DNA,https://bacstitchdna.com/,CA - South SF,Engineering Bacteria for DNA Production
Biocheck,https://biocheckinc.com/,CA - South SF,"Develops, manufactures, and distributes immunodiagnostic test kits and research reagents"
BridgeBio Oncology Therapeutics,https://bridgebiooncology.com/,CA - South SF,RAS-targeted small molecules
Broadwing Bio,https://broadwing.bio/,CA - South SF,Antibody based drugs for blindness
Calico,https://www.calicolabs.com/,CA - South SF,Aging treatments
Cartography Biosciences,https://cartography.bio/,CA - South SF,Cancer Immunotherapies
Cellworks,https://cellworks.life/,CA - South SF,Biosimulations
Centivax,https://www.centivax.com/,CA - South SF,"Antiinfectives, Antivenoms"
CERo Therapeutics,https://www.cero.bio/,CA - South SF,Cellular Immunotherapy
Chimera Bioengineering,https://www.chimera.bio/,CA - South SF,CAR-T therapies
CHO-plus,https://www.cho-plus.com/,CA - South Sf,Engineered mammalian cell lines and transfection methods for vastly improved therapeutic protein production and sialylation
Circle Pharma,https://circlepharma.com/,CA - South SF,Macrocyclic Therapeutics
Cleo Life Sciences,https://www.cleolifesciences.com/,CA - South SF,"CMC Consulting, Contract Research"
Convergent Genomics,https://convergentgenomics.com/,CA - South SF,Clear and actionable insights on cancer
CPTx,https://cptx.bio/,CA - South SF,Gene-encoding single-stranded DNA
Culture Biosciences,https://www.culturebiosciences.com/,CA - South SF,Contract Fermentation
Cureline,https://www.cureline.com/,CA - South SF,"Global Biobank, Human Biospecimen Research Services"
Cytokinetics,https://cytokinetics.com/,CA - South SF,Small Molecules
CytomX Therapeutics,https://cytomx.com/,CA - South SF,"Protease-Activated Antibodies, 'Probodies'"
Cytovale,https://cytovale.com/,CA - South SF,Sepsis Detection
DC3 Therapeutics,https://dc3therapeutics.com/,CA - South SF,Pre-clinical Contract Research
Denali Therapeutics,https://www.denalitherapeutics.com/,CA - South SF,"Neurodegenerative therapies, BBB-crossing antibody"
Differentia Biotech,https://differentiabio.com/,CA - South SF,Modeling & simulation Technology
Dualitas Therapeutics,https://www.dualitastx.com/,CA - South SF,Bispecific antibodies for immune and inflammatory diseases
Electra Therapeutics,https://electra-therapeutics.com/,CA - South SF,Therapies for immunological diseases and cancer
Enable Biosciences,https://www.enablebiosciences.com/,CA - South SF,Antibody Detection
Encoded Therapeutics,https://encoded.com/,CA - South SF,Gene Therapy
Epicrispr Biotechnologies,https://epicrispr.com/,CA - South SF,Therapies to control gene expression
Firefly Bio,https://fireflybiologics.com/,CA - South SF,Degrader-antibody conjugates
Fountain Therapeutics,https://www.fountaintx.com/,CA - South SF,AI-based drug screening platform for age-related therapies
Freenome,https://www.freenome.com/,CA - South SF,Cancer Diagnostics
Frontier Medicines,https://frontiermeds.com/,CA - South SF,Drug Discovery Using Chemoproteomics Platform
Galvani Bioelectronics,https://galvani.bio/,CA - South SF,"Miniaturized, implantable devices"
Genentech,https://www.gene.com/,CA - South SF,"Small Molecules, Biologics"
Gryphon Bio,https://www.gryphonbio.com/,CA - South SF,Diagnostics for Brain Health
IDEAYA Biosciences,https://www.ideayabio.com/,CA - South SF,Personalized Synthetic Medicines
IgGenix,https://iggenix.com/,CA - South SF,Allergy Antibody Therapy
Initial Therapeutics,https://initialtx.com/,CA - South SF,Selective Termination of protein Synthesis Platform
insitro,https://www.insitro.com/,CA - South SF,"Machine Learning, Drug Discovery"
InterVenn BioSciences,https://intervenn.com/,CA - South SF,Cancer Diagnostic
iSono Health,https://isonohealth.com/,CA - South SF,3D Breast Ultrasound Scanner
Jaya Biosciences,https://www.jayabio.com/,CA - South SF,CNS-directed gene therapies
Johnson and Johnson Innovative Medicine,https://innovativemedicine.jnj.com/,CA - South SF,"Small Molecules, Biologics"
Kamau Therapeutics,https://kamautx.com/,CA - South SF,Gene Correction Technology
Kardigan,https://www.kardigan.bio/,CA - South SF,Seems to be Small Molecules
Kezar Life Sciences,https://kezarlifesciences.com/,CA - South SF,Therapies for autoimmune disorders
Link Cell Therapies,https://linkcelltx.com/,CA - South SF,"Cell Therapies focused on CAR T, oncology"
LiVeritas Biosciences,https://liveritas.bio/,CA - South SF,Mass Spec Analysis
Lycia Therapeutics,https://lyciatx.com/,CA - South SF,Lysosomal Targeting Chimeras Targeting Protein Degradation
Lyell Immunopharma,https://lyell.com/,CA - South SF,Curative cell-based immunotherapies
Lyterian Therapeutics,https://lyterian.com/,CA - South SF,Therapeutics
Marea Therapeutics,https://www.mareatx.com/,CA - South SF,Treatments for Cardiometabolic Diseases
MarWell Bio,https://www.marwell.bio/,CA - South SF,Generative AI Antibody Design
Maze Therapeutics,https://mazetx.com/,CA - South SF,"Small Molecules, Gene Therapy, Antisense Oligonucleotides, Biologics"
Medeor Therapeutics,https://www.medeortx.com/,CA - South SF,Cellular Immunotherapy
Merck,https://www.merck.com/,CA - South SF,"Small Molecules, Vaccines, Biologics"
Mindstate Design Labs,https://www.mindstate.design/,CA - South SF,Psychedelics
Mirvie,https://www.mirvie.com/,CA - South SF,RNA Platform for Pregnancy Issues
Mispro Biotech Services,https://www.mispro.com/space-services,CA - South SF,Mispro is a contract vivarium organization (CVO) offering a network of full-service vivarium rental facilities for preclinical rodent studies.
Mission Bio,https://missionbio.com/,CA - South SF,Single-cell nucleic acid characterization
Moonwalk Biosciences,https://moonwalk.bio/,CA - South SF,Epigenetic discovery and editing platform
Neopeutics,http://www.neopeutics.com/,CA - South SF,Drug discovery contract research
Neuron23,https://neuron23.com/,CA - South SF,AI-drug discovery
Neurona Therapeutics,https://www.neuronatherapeutics.com/,CA - South SF,Neuronal stem-cell therapies
NewLimit,https://www.newlimit.com/,CA - South SF,Epigenetic Reprogramming Therapies
NGM Biopharmaceuticals,https://www.ngmbio.com/,CA - South SF,Type 2 Diabetes
Nine Square Therapeutics,https://ninesquaretx.com/,CA - South SF,Small Molecules for Neuro
Nkarta Therapeutics,https://www.nkartatx.com/,CA - South SF,Allogeneic cellular immunotherapy platform
Noetik,https://www.noetik.ai/,CA - South SF,AI Cancer Immunotherapy Discovery
Nura Bio,https://nurabio.com/,CA - South SF,Small Molecule
Opna Bio,https://www.opnabio.com/,CA - South SF,Novel oncology therapeutics
ORIC Pharmaceuticals,https://oricpharma.com/,CA - South SF,"Cancer, drug resistance"
Parvus Therapeutics,https://parvustx.com/,CA - South SF,Peptide-MHC-coated nanoparticles
Perceive Biotherapeutics,https://perceivebio.com/,CA - South SF,Ophthalmology Therapies
Plasmidsaurus,https://plasmidsaurus.com/,CA - South SF,Genome Sequencing Services
Pliant Therapeutics,https://pliantrx.com/,CA - South SF,Treatments for fibrotic diseases
PRC Clinical,https://prcclinical.com/,CA - South SF,"Clinical Trial Management and supporting all phases of clinical studies for pharmaceutical, biotech and regenerative medicine developers globally"
Presidio Medical,https://presidiomedical.com/,CA - South SF,Neuromodulation Technology
QLSF Biotherapeutics,https://www.qlsfbio.com/,CA - South SF,Immuno-oncology
Quanta Therapeutics,https://www.quantatx.com/,CA - South SF,Small Molecules Targeting RAS-driven Cancers
Quince Therapeutics,https://quincetx.com/,CA - South SF,Alzheimer's treatment
R2M Pharma,https://www.r2mpharma.com/,CA - South SF,Drug Development Services
RAPT Therapeutics,https://rapt.com/,CA - South SF,Immune-targeted cancer therapies
Rigel Pharmaceuticals,https://www.rigel.com/,CA - South SF,Small Molecules
Selvita,https://selvita.com/,CA - South SF,"Selvita | Fully-integratedCROproviding multidisciplinary support in resolving the unique challenges of drug discovery, drug development and contract testing."
Senti Biosciences,https://www.sentibio.com/,CA - South SF,Gene Circuits; Cell & Gene Therapies
Septerna,https://www.septerna.com/,CA - South SF,GPCR Drug Discovery
Seranova Bio,https://www.seranovabio.com/,CA - South SF,Autoantibody Discovery
Shenandoah Therapeutics,https://shenandoah-tx.com/,CA - South SF,Cancer Driver Therapies
Silver Creek Pharmaceuticals,https://www.silvercreekpharma.com/,CA - South SF,Regenerative medicines
Sonoma Biotherapeutics,https://sonomabio.com/,CA - South SF,Cell Therapy
SonoThera,https://sonothera.com/,CA - South SF,Ultrasound-mediated nonviral gene delivery platform
Spirair,https://spirair.com/,CA - South SF,Septal Deviation Device
Spiral Therapeutics,https://www.spiraltx.com/,CA - South SF,Inner ear therapies
Spruce Biosciences,https://sprucebio.com/,CA - South SF,Treatments for diseases affecting the hypothalamic-pituitary-adrenal (HPA) axis
Standard BioTools,https://standardbio.com/,CA - South SF,"Microarrays, Sequencing, Add'l Services"
Star Therapeutics,https://star-therapeutics.com/,CA - South SF,Antibody Therapeutics
Structure Therapeutics,https://structuretx.com/,CA - South SF,Oral small molecule drugs that can deliver biologic-like activity and specificity
Studylog,https://www.studylog.com/,CA - South SF,Animal Study Workflow Software
Superfluid Dx,https://www.superfluiddx.com/,CA - South SF,Circulating RNA for diagnosis
Surrozen,https://www.surrozen.com/,CA - South SF,Wnt signaling antibodies
Sutro Biopharma,https://www.sutrobio.com/,CA - South SF,Biochemical Protein Synthesis Platform
Switch Therapeutics,https://www.switchthera.com/,CA - South SF,RNAi Therapies
Synlico,https://synlico.com/,CA - South SF,In Silico CAR T Drug Discovery
Tahoe Therapeutics,https://www.tahoebio.ai/,CA - South SF,in vivo single cell atlas
Tegmine Therapeutics,https://tegminetx.com/,CA - South SF,Antibody Drug Discovery Platform
Tenaya Therapeutics,https://www.tenayatherapeutics.com/,CA - South SF,Cardiovascular Therapeutics
Tenvie Therapeutics,https://tenvie.com/,CA - South SF,Small Molecules for Neuro
TeraPore Technologies,https://www.terapore.com/,CA - South SF,Membrane Technologies
Terremoto Biosciences,https://terremotobio.com/,CA - South SF,Covalent Small Molecules
Theravance Biopharma,https://www.theravance.com/,CA - South SF,Small Molecules
Tizona Therapeutics,https://www.tizonatx.com/,CA - South SF,Immunotherapies
Trace Neuroscience,https://www.traceneuro.com/,CA - South SF,Medicines to restore UNC13A function
TRexBio,https://trex.bio/,CA - South SF,Treg mapping in human tissues
Trishula Therapeutics,https://www.trishulatx.com/,CA - South SF,Cancer Immunotherapy
Twist Bioscience,https://www.twistbioscience.com/,CA - South SF,"Synthetic DNA, genes and libraries"
Vaxart,https://vaxart.com/,CA - South SF,Oral Vaccines
Velorum Therapeutics,https://www.velorumtx.com/,CA - South SF,Biologics Targeting Heme
Veracyte,https://www.veracyte.com/,CA - South SF,Cytology Diagnostics
Verge Genomics,https://www.vergegenomics.com/,CA - South SF,Algorithm-based Drug Discovery
Verily Life Sciences,https://verily.com/,CA - South SF,Using technology to solve health problems
Vicinitas Therapeutics,https://www.vicinitastx.com/,CA - South SF,Protein stabilization platform to develop novel therapeutics in cancer and genetic disorders
Vistagen Therapeutics,https://www.vistagen.com/,CA - South SF,Stem Cell Technology
Wincal BioPharm,https://www.wincalbio.com/,CA - South SF,Eyedrop Formulation of Therapeutic Antibodies
Xaira Therapeutics,https://www.xaira.com/,CA - South SF,AI Drug Discovery
Xyphos,https://xyphosinc.com/,CA - South SF,Cell-based cancer therapies
Zai Lab,https://www.zailaboratory.com/,CA - South SF,Small Molecules
Zenflow,https://www.zenflow.com/,CA - South SF,Device to alleviate obstructed urinary tract
Formurex,http://www.formurex.com,CA - Stockton,Contract Research
Accuray,https://www.accuray.com/,CA - Sunnyvale,Directed Radiation Therapy
Aquedeon Medical,https://aquedeonmedical.com/,CA - Sunnyvale,Vascular Graft System
Atila Biosystems,https://atilabiosystems.com/,CA - Sunnyvale,Novel chemistry for nucleic acid amplification
Avantec Vascular,https://avantecvascular.com/,CA - Sunnyvale,Medical devices and peripheral vascular devices
BioCardia,https://www.biocardia.com/,CA - Sunnyvale,Personalized marrow-derived cell therapy
CellMax Life,https://cellmaxlife.com/,CA - Sunnyvale,Blood Test for Colon Cancer
Cepheid,https://www.cepheid.com/en-US.html,CA - Sunnyvale,Molecular Diagnostics
Ceribell,https://ceribell.com/,CA - Sunnyvale,Fast EEG
Comparative Biosciences,https://www.compbio.com/,CA - Sunnyvale,"GLP and non-GLP preclinical toxicology, efficacy, pharmacology, histopathology, and safety studies on all laboratory species."
Corsair Pharma,https://www.corsairpharma.com/,CA - Sunnyvale,PAH treatment
EAG Laboratories,https://www.eag.com/industry/pharmaceuticals/,CA - Sunnyvale,Analytical & Synthesis Services
EBR Systems,https://www.ebrsystemsinc.com/,CA - Sunnyvale,Wireless Cardiac Stimulation
Embolx,https://embolx.com/,CA - Sunnyvale,Microcatheters for arterial embolization procedures
Fluxus,https://www.fluxus.bio/,CA - Sunnyvale,"Photonics, engineering, chip fabrication, assay development, and reagent manufacturing"
FormuMax,https://www.liposomeexpert.com/,CA - Sunnyvale,"Liposomes, transfection supplies"
Fujirebio Diagnostics,https://www.fujirebio.com/en,CA - Sunnyvale,Biomarkers
Inflammatix,https://inflammatix.com/,CA - Sunnyvale,Sepsis Diagnostics
Intraop Medical,https://intraop.com/,CA - Sunnyvale,Radiation therapy during surgery
Intuitive Surgical,https://www.intuitive.com/en-us,CA - Sunnyvale,Medical Devices
JSR Life Sciences,https://www.jsrlifesciences.com/,CA - Sunnyvale,"Cell culture, separations equipment & reagents"
LinaTech,http://www.linatech.com/,CA - Sunnyvale,Cancer treatment device
Okomera,https://okomera.com/,CA - Sunnyvale,3D Organoid Screening Technology
Pharmozyme,https://pharmozyme.com/,CA - Sunnyvale,Genetic sequencing technology
Prodeon Medical,https://prodeonmedical.com/,CA - Sunnyvale,BPH Implant Treatment
Quantumcyte,https://www.quantumcyte.com/,CA - Sunnyvale,Microdissection for Molecular Pathology
Riboscience,https://www.riboscience.com/,CA - Sunnyvale,Ribose-Based Therapies
Rubedo Life Sciences,https://www.rubedolife.com/,CA - Sunnyvale,Age-related drug discovery platform
Speclipse,https://www.speclipse.com/,CA - Sunnyvale,Laser-Based Medical Diagnostics
Golden West Biologicals,https://goldenwest.bio/pages/biologicals,CA - Temecula,IVD Supplies
Acepix Biosciences,https://acepixbio.com/,CA - Union City,Cell based and histo-pathology products
Celltheon,https://celltheon.com/,CA - Union City,Protein expression technology
FibrAlign,https://www.fibralignbio.com/,CA - Union City,"Collagen-based matrices, which can mimic different tissue patterns"
Hongene Biotech Corporation,https://www.hongene.com/,CA - Union City,"Research chemicals, nucleic acids"
Mizuho OSI,https://www.mizuhosi.com/,CA - Union City,Surgical / hospital tables
OTU Medical,https://www.otumed.com/,CA - Union City,"Consumable endoscopic instruments in urology, pulmonology and other areas"
Sepragen,https://sepragen.com/,CA - Union City,"Chromatography, Bioreactors"
XII Medical,https://xiimedical.com/,CA - Union City,neuromodulation therapy for sleep apnea
Lonza,https://www.lonza.com/,CA - Vacaville,"Small Molecules, Biologics Contract Manufacturing"
Novici Biotech,https://www.novicibiotech.com/,CA - Vacaville,Gene shuffling technology
MuriGenics,https://www.murigenics.com/,CA - Vallejo,In-vivo and in-vitro contract drug discovery and development services
Riptide Bioscience,http://www.riptidebio.com/,CA - Vallejo,Peptide Therapeutics
Synchronicity Pharma,https://synchronicitypharma.com/,CA - Virtual,Circadian dysfunction
Azena Medical,https://www.azenamedical.com/,CA - Walnut Creek,Pretty medical devices
BioTechLogic,https://www.biotechlogic.com/,CA - Walnut Creek,Biopharmaceutical Consulting
Dark Horse Consulting,https://www.darkhorseconsultinggroup.com/,CA - Walnut Creek,Cell & Gene Therapy Consulting
Diablo Clinical Research,https://diabloclinical.com/,CA - Walnut Creek,Clinical Research
Neurocentria,https://www.neurocentria.com/,CA - Walnut Creek,Small molecule for neurological disorders
NGGT,https://nggtbio.com/,CA - Walnut Creek,Gene Therapies
